Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 167136 , training , 7 , 4 , 7 1 2 3 2 3 4 , 7 , 44696 2503 1286 1234 1412 1371 1869 , 55573
Group B , 167136 , training , 7 , 6 , 7 6 , 2 , 4707 1375 , 6081
Group B , 167136 , training , 2 , 1 , 2 3 4 5 6 7 1 , 7 , 4630 1366 1364 1362 1226 1328 1457 , 12733
Group B , 167136 , training , 5 , 3 , 5 4 3 , 3 , 8729 1357 1100 1067 1316 , 13570
Group B , 167136 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 4490 1091 1060 1251 1201 1288 , 10381
Group B , 167136 , training , 5 , 3 , 5 4 3 , 3 , 5044 1082 1190 , 7316
Group B , 167136 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 13204 1383 1067 1097 1465 1236 , 19449
Group B , 167136 , training , 2 , 4 , 2 3 4 , 3 , 4624 1295 1358 , 7281
Group B , 167136 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 7075 1096 1388 1088 1439 1232 , 13316
Group B , 167136 , training , 6 , 1 , 6 5 4 3 2 1 , 6 , 9523 1206 1690 1927 1156 1227 , 16730
Group B , 167136 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 39558 1381 1292 1078 1474 1139 , 45920
Group B , 167136 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 5184 1114 1085 1085 1100 1129 , 10699
Group B , 167136 , training , 5 , 2 , 5 6 7 1 2 , 5 , 4725 1120 5453 1147 1298 , 13742
Group B , 167136 , training , 6 , 5 , 6 5 , 2 , 5445 1446 , 6891
Group B , 167136 , training , 1 , 5 , 1 2 3 4 5 , 5 , 5535 1160 1382 1093 1230 , 10399
Group B , 167136 , training , 2 , 5 , 2 3 4 5 , 4 , 4805 1475 1567 1246 , 9094
Group B , 167136 , training , 7 , 1 , 7 1 , 2 , 24495 1091 1229 1234 , 28048
Group B , 167136 , training , 5 , 4 , 5 4 , 2 , 4946 1208 , 6155
Group B , 167136 , training , 1 , 5 , 1 7 6 5 , 4 , 4888 1117 1339 1300 , 8643
Group B , 167136 , training , 6 , 3 , 6 5 4 3 , 4 , 5210 1087 1098 1151 , 8546
Group B , 167136 , training , 2 , 6 , 2 1 7 6 , 4 , 4668 1106 1083 1178 , 8036
Group B , 167136 , training , 2 , 3 , 2 1 7 6 5 4 3 , 7 , 4654 1356 1089 1429 1394 1111 1189 , 12221
Group B , 167136 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 4472 1465 1084 1079 1548 1123 1723 1247 , 13741
Group B , 167136 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4713 1182 1137 1153 1442 1189 , 10817
Group B , 167136 , training , 5 , 6 , 5 6 , 2 , 4572 1289 , 5860
Group B , 167136 , training , 4 , 3 , 4 3 , 2 , 4933 1315 , 6248
Group B , 167136 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 4968 1121 1096 1371 1082 1363 , 11001
Group B , 167136 , training , 5 , 1 , 5 6 7 1 , 4 , 4630 1174 1180 1215 , 8200
Group B , 167136 , training , 5 , 6 , 5 4 5 6 , 4 , 4713 1460 1376 1302 , 8850
Group B , 167136 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4635 1365 1507 1077 1520 1345 , 11451
Group B , 167136 , training , 2 , 6 , 2 1 7 6 , 4 , 4688 1126 1145 1251 , 8209
Group B , 167136 , training , 1 , 4 , 1 7 6 5 4 , 5 , 6988 1152 1077 1073 1191 , 11480
Group B , 167136 , training , 1 , 4 , 1 7 6 5 4 , 5 , 4771 1110 1435 1087 1202 , 9606
Group B , 167136 , training , 7 , 1 , 7 1 , 2 , 4739 1195 , 5934
Group B , 167136 , training , 2 , 5 , 2 3 4 5 , 4 , 4704 1132 1082 1193 , 8110
Group B , 167136 , test , 2 , 6 , 2 1 7 6 , 4 , 4812 1454 1463 1235 , 8964
Group B , 167136 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4646 1287 1063 1077 1309 , 9382
Group B , 167136 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4641 1111 1086 1142 1235 , 9215
Group B , 167136 , test , 7 , 4 , 7 6 5 4 , 4 , 4356 1097 1372 1233 , 8059
Group B , 167136 , test , 6 , 2 , 6 5 4 3 2 , 5 , 6426 1503 1399 1327 1261 , 11915
Group B , 167136 , test , 2 , 6 , 2 1 7 6 , 4 , 4748 1408 1083 1188 , 8426
