Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 147932 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 49139 2575 2200 2233 2339 2180 , 61883
Group A , 147932 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 8024 2103 1784 1976 1936 1914 , 17720
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5319 1815 2201 , 9335
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5215 1883 1786 , 8885
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 4610 1849 2553 , 9012
Group A , 147932 , training , 4 , 2 , 4 3 2 , 3 , 5023 1977 1912 , 8911
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5607 2065 2424 , 10096
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 12959 2039 2321 , 17319
Group A , 147932 , training , 1 , 5 , 1 2 3 4 5 , 5 , 4592 2288 2296 2064 2735 , 13976
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 8540 2006 2224 , 12771
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 4680 2136 2328 , 9143
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 6583 1913 1976 , 10471
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 5479 2032 2136 , 9648
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4840 1944 2040 , 8825
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 5056 2135 2008 , 9199
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 5985 2232 2104 , 10320
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5056 2072 2136 , 9264
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5760 3968 2399 , 12127
Group A , 147932 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 7520 2003 2004 1929 4408 1944 2168 , 21975
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 4903 2353 2232 , 9492
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5577 2064 2264 , 9901
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 5632 2359 2201 , 10192
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 6176 4391 2384 , 12951
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 5545 2199 2032 , 9777
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 6432 1975 2329 , 10736
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 5888 2295 2064 , 10246
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 12074 2007 2353 , 16433
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 11559 1944 2160 , 15664
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4720 2160 2359 , 9240
Group A , 147932 , training , 7 , 1 , 7 1 , 2 , 5248 2104 , 7351
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 7265 1989 1986 , 11240
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4584 1661 1840 , 8086
Group A , 147932 , training , 4 , 1 , 4 5 6 7 1 , 5 , 7044 1928 2528 2295 2008 , 15803
Group A , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4617 1999 2232 , 8847
Group A , 147932 , training , 2 , 4 , 2 3 4 , 3 , 4680 2584 2320 , 9585
Group A , 147932 , test , 2 , 6 , 2 3 4 5 6 , 5 , 7008 2232 1967 1912 2072 , 15191
Group A , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 5289 1936 2488 2008 , 11721
Group A , 147932 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4968 2224 1976 2072 2090 , 13329
Group A , 147932 , test , 7 , 4 , 7 6 5 4 , 4 , 5454 2040 1968 2136 , 11599
Group A , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 11687 2232 1936 2200 , 18054
Group A , 147932 , test , 6 , 2 , 6 7 1 2 , 4 , 16562 2263 2223 2009 , 23058
Group A , 147932 , test , 7 , 4 , 7 6 5 4 , 4 , 4520 2008 2032 1922 , 10482
Group A , 147932 , test , 2 , 6 , 2 3 4 5 6 , 5 , 7374 1911 2127 2008 2169 , 15588
Group A , 147932 , test , 6 , 2 , 6 7 1 2 , 4 , 5088 2231 2192 1977 , 11490
Group A , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 4552 2319 2232 2097 , 11198
Group A , 147932 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4647 2138 1943 2032 2137 , 12897
Group A , 147932 , test , 2 , 6 , 2 3 4 5 6 , 5 , 5000 2031 2040 1880 2041 , 12993
Group A , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 4648 2200 2063 1932 , 10843
Group A , 147932 , test , 6 , 2 , 6 7 1 2 , 4 , 5396 1904 1962 1992 , 11253
Group A , 147932 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4645 2073 2191 1926 1963 , 12800
Group A , 147932 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4648 1957 1970 1865 1912 , 12351
Group A , 147932 , test , 2 , 6 , 2 1 7 6 , 4 , 4552 1977 2007 2319 , 10855
Group A , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 5288 1978 2298 1971 , 11534
Group A , 147932 , test , 7 , 4 , 7 6 5 4 , 4 , 4578 2136 1943 2034 , 10691
Group A , 147932 , test , 6 , 2 , 6 5 4 3 2 , 5 , 6558 2231 2033 2232 2608 , 15662

Group B , 147932 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 16689 2 1430 1719 1530 1591 1687 1593 , 26242
Group B , 147932 , training , 5 , 1 , 5 6 7 1 , 4 , 4679 1656 1556 1660 , 9551
Group B , 147932 , training , 1 , 3 , 1 2 3 , 3 , 7800 1528 1976 , 11304
Group B , 147932 , training , 7 , 4 , 7 1 2 3 4 , 5 , 4616 1940 1537 1651 1592 , 11335
Group B , 147932 , training , 3 , 2 , 3 4 3 2 , 4 , 4937 1975 1559 1880 , 10353
Group B , 147932 , training , 2 , 6 , 2 1 7 6 , 4 , 5545 1689 1655 1721 , 10608
Group B , 147932 , training , 5 , 3 , 5 4 3 , 3 , 5064 1638 1929 , 8632
Group B , 147932 , training , 3 , 6 , 3 2 1 7 6 , 5 , 13792 1528 1840 1497 1686 , 20343
Group B , 147932 , training , 7 , 6 , 7 6 , 2 , 4659 1590 , 6249
Group B , 147932 , training , 3 , 7 , 3 2 1 7 , 4 , 4551 1677 1576 1619 2199 1608 1546 1625 , 16401
Group B , 147932 , training , 2 , 5 , 2 1 7 6 5 , 5 , 5127 2351 1529 1848 1848 , 12704
Group B , 147932 , training , 1 , 4 , 1 2 3 4 , 4 , 4648 1751 1848 2009 , 10255
Group B , 147932 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4392 1815 1817 1912 1783 , 11719
Group B , 147932 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 4680 6880 1881 2638 2137 1467 2005 , 21687
Group B , 147932 , training , 1 , 6 , 1 7 6 , 3 , 14241 1807 1597 , 17648
Group B , 147932 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 4651 1663 1714 1527 1554 1598 1624 , 14329
Group B , 147932 , training , 1 , 5 , 1 2 3 4 5 , 5 , 4521 1751 1784 1560 1784 , 11400
Group B , 147932 , training , 7 , 1 , 7 6 7 1 , 4 , 5224 1680 4111 1912 , 12927
Group B , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4585 1911 2010 , 8505
Group B , 147932 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 4839 1721 1847 1596 2379 1665 , 14048
Group B , 147932 , training , 4 , 6 , 4 5 6 , 3 , 4577 1718 2928 , 9225
Group B , 147932 , training , 3 , 2 , 3 2 , 2 , 4528 1690 , 6216
Group B , 147932 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 4518 1630 1654 1589 1560 1560 1752 , 14262
Group B , 147932 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 6078 1786 1527 1497 1622 1817 , 14329
Group B , 147932 , training , 6 , 3 , 6 7 1 2 3 , 5 , 6465 1719 1465 1975 1912 , 13536
Group B , 147932 , training , 6 , 7 , 6 7 , 2 , 10129 1911 , 12039
Group B , 147932 , training , 1 , 4 , 1 7 6 5 4 , 5 , 4776 1720 1785 1750 1689 , 11721
Group B , 147932 , training , 5 , 1 , 5 6 7 1 , 4 , 5824 1688 1575 1673 , 10759
Group B , 147932 , training , 4 , 1 , 4 5 6 7 1 , 5 , 5855 1601 1527 1600 1649 , 12232
Group B , 147932 , training , 2 , 7 , 2 3 4 5 6 7 , 6 , 6305 1943 1976 1433 1565 1634 , 14856
Group B , 147932 , training , 6 , 7 , 6 7 , 2 , 4536 1650 , 6185
Group B , 147932 , training , 3 , 2 , 3 2 , 2 , 4589 1849 , 6438
Group B , 147932 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 4583 1657 1585 1566 1688 1501 , 12581
Group B , 147932 , training , 5 , 1 , 5 6 7 1 , 4 , 5060 1530 2005 1912 , 10508
Group B , 147932 , training , 6 , 7 , 6 7 , 2 , 7928 1784 , 9712
Group B , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 5320 1688 2072 7161 , 16242
Group B , 147932 , test , 7 , 4 , 7 1 2 3 4 , 5 , 6184 1815 1808 1720 1752 , 13277
Group B , 147932 , test , 2 , 6 , 2 1 7 6 , 4 , 4561 1879 2032 1720 , 10192
Group B , 147932 , test , 4 , 7 , 4 5 6 7 , 4 , 5257 1719 1880 1623 , 10480
Group B , 147932 , test , 7 , 4 , 7 6 5 4 , 4 , 4616 1722 1719 1527 , 9583
Group B , 147932 , test , 6 , 2 , 6 7 1 2 , 4 , 4498 1527 1849 1720 , 9594
Group B , 147932 , test , 2 , 6 , 2 1 7 6 , 4 , 5063 1720 1569 1743 , 10095
