Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 175566 , training , 2 , 4 , 2 3 2 3 4 , 5 , 48909 3716 4960 2123 1713 3520 , 66143
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 5657 1723 1574 , 8954
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4939 1667 1957 , 8562
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 4752 1652 1671 , 8075
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4979 1405 1411 , 7794
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 5572 1609 1483 , 8664
Group A , 175566 , training , 5 , 2 , 5 6 7 1 2 , 5 , 4775 1584 1446 2101 1698 , 11606
Group A , 175566 , training , 2 , 5 , 2 1 7 6 5 , 5 , 4795 1188 1610 1344 1940 , 10877
Group A , 175566 , training , 2 , 4 , 2 1 2 3 4 , 5 , 4821 8418 754 0 3421 1380 2045 1605 1655 , 24099
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 5515 1685 1641 , 8839
Group A , 175566 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4708 1625 1383 1640 1465 2131 , 12954
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 5667 1296 1534 , 8497
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 5281 1511 1721 , 8510
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 10714 961 2230 1483 , 15390
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 5001 1496 1722 , 8221
Group A , 175566 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 4798 1386 1755 1448 1783 1372 , 12541
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 5174 1501 1202 , 7876
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 5614 1461 1418 , 8493
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4743 1288 1787 , 7819
Group A , 175566 , training , 5 , 4 , 5 6 7 1 2 3 4 , 7 , 4782 1574 1696 1641 1598 1473 1656 , 14420
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 4721 1585 1315 , 7622
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 4727 1829 1527 , 8082
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 4868 1739 1341 , 7948
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4974 1506 1378 , 7856
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4747 1535 1409 , 7691
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 5715 1415 1585 , 8717
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4879 1301 1636 , 7814
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4821 1448 1898 , 8168
Group A , 175566 , training , 2 , 4 , 2 3 4 , 3 , 4891 1497 1927 , 8315
Group A , 175566 , training , 4 , 6 , 4 5 6 , 3 , 4751 1841 1852 , 8445
