Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 178053 , training , 3 , 2 , 3 2 , 2 , 31970 1675 593 992 268 1700 1687 , 40089
Group B , 178053 , training , 7 , 6 , 7 1 2 3 4 5 6 , 7 , 4684 1402 1961 1744 1419 1403 1542 2012 1483 1541 1323 , 20512
Group B , 178053 , training , 2 , 5 , 2 1 7 6 5 , 5 , 5820 1581 1544 1501 2462 , 12908
Group B , 178053 , training , 5 , 4 , 5 4 , 2 , 4432 1673 1549 1662 , 9316
Group B , 178053 , training , 5 , 7 , 5 6 7 , 3 , 4480 1494 1789 , 7762
Group B , 178053 , training , 5 , 3 , 5 4 3 , 3 , 4749 1561 1616 , 7927
Group B , 178053 , training , 1 , 4 , 1 7 6 5 4 , 5 , 4828 1480 1471 1611 10 1452 1633 , 12485
Group B , 178053 , training , 4 , 7 , 4 5 6 7 , 4 , 4755 1494 1863 2301 , 10413
Group B , 178053 , training , 3 , 6 , 3 2 1 7 6 , 5 , 4985 1466 1588 1447 53 1355 1855 , 12748
Group B , 178053 , training , 6 , 4 , 6 7 1 2 3 4 , 6 , 9635 1279 1027 1144 1104 1609 0 257 29 , 16084
Group B , 178053 , training , 1 , 3 , 1 2 3 , 3 , 4347 1227 1783 , 7358
Group B , 178053 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4622 1376 1497 1439 1754 , 10688
Group B , 178053 , training , 6 , 1 , 6 7 1 , 3 , 5598 1041 1698 , 8338
Group B , 178053 , training , 5 , 3 , 5 4 3 , 3 , 13954 2262 1808 , 18022
Group B , 178053 , training , 3 , 7 , 3 2 1 7 , 4 , 4599 1112 1080 1447 , 8239
Group B , 178053 , training , 4 , 2 , 4 3 2 , 3 , 4565 1339 1695 , 7598
Group B , 178053 , training , 5 , 3 , 5 4 3 , 3 , 4374 1207 1590 , 7171
Group B , 178053 , training , 4 , 1 , 4 3 2 1 , 4 , 4741 1169 1129 1596 , 8636
Group B , 178053 , training , 5 , 2 , 5 4 3 2 , 4 , 4594 1042 1080 1684 , 8399
Group B , 178053 , training , 3 , 6 , 3 2 1 7 6 , 5 , 4619 1052 1234 1259 1527 , 9691
Group B , 178053 , training , 6 , 5 , 6 5 , 2 , 4751 1052 1363 1469 , 8635
Group B , 178053 , training , 6 , 3 , 6 5 4 3 , 4 , 4470 1026 1018 1344 , 7858
Group B , 178053 , training , 7 , 5 , 7 6 5 , 3 , 4467 1172 1047 1283 1315 , 9285
Group B , 178053 , training , 2 , 7 , 2 1 7 , 3 , 4724 1008 1348 , 7080
Group B , 178053 , training , 5 , 4 , 5 4 , 2 , 4568 1352 , 5920
Group B , 178053 , training , 1 , 7 , 1 7 , 2 , 4323 1321 , 5644
Group B , 178053 , training , 5 , 3 , 5 4 3 , 3 , 4458 1038 1460 , 6954
Group B , 178053 , training , 4 , 3 , 4 3 , 2 , 4361 1646 17 , 6025
Group B , 178053 , training , 3 , 6 , 3 2 1 7 6 , 5 , 7013 1047 1497 1273 1783 , 12613
Group B , 178053 , training , 4 , 6 , 4 3 4 3 2 1 7 6 , 8 , 5480 1080 1263 1233 1207 1190 1863 1990 , 15307
Group B , 178053 , training , 5 , 4 , 5 4 , 2 , 4508 1294 , 5801
Group B , 178053 , training , 4 , 7 , 4 3 2 1 7 , 5 , 5220 1008 1089 1109 3000 , 11426
Group B , 178053 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4589 1037 1132 1305 1083 1456 3 , 10605
Group B , 178053 , training , 7 , 4 , 7 6 5 4 , 4 , 4750 1035 1096 1318 , 8199
Group B , 178053 , training , 1 , 6 , 1 7 6 , 3 , 5752 1316 1457 , 8525
Group B , 178053 , test , 2 , 6 , 2 1 7 6 , 4 , 4800 1038 1021 1302 , 8160
Group B , 178053 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4425 1036 1021 1051 1306 , 8841
Group B , 178053 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4970 1037 1022 1021 1270 , 9319
Group B , 178053 , test , 7 , 4 , 7 6 5 4 , 4 , 4491 1229 1021 1322 , 8063
Group B , 178053 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4340 1067 1021 1059 1200 , 8687
Group B , 178053 , test , 2 , 6 , 2 1 7 6 , 4 , 5236 1009 1050 1319 , 8613
Group B , 178053 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4705 1061 1045 1022 1371 , 9205
