Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 172297 , training , 3 , 2 , 3 2 , 2 , 63281 1114 884 1427 1862 0 1519 474 1524 1510 0 596 998 1 930 1395 656 1279 1008 1023 2338 , 85026
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4602 1020 1023 1024 1022 2285 , 10983
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4913 1017 1023 1024 1022 1879 , 10875
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4554 1025 1022 1025 1023 1787 , 10426
Group A , 172297 , training , 2 , 3 , 2 1 7 6 5 4 3 , 7 , 5206 1029 1021 1023 1023 1022 1024 1579 1490 1094 1784 , 17303
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4882 1024 1023 1023 1023 1897 , 10864
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5295 1025 1022 1024 1023 1820 , 11212
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 10512 1018 1024 1023 1023 1734 , 16331
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5114 1024 1022 1023 1023 1759 , 10964
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 10880 1024 1023 1022 1023 1781 , 16766
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5039 1017 1024 1023 1023 1741 , 10859
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 6126 1012 1022 1024 1023 1777 , 11985
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4770 1052 1024 1022 1023 1683 , 10578
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4786 1018 1023 1023 1023 1727 , 10594
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5335 1025 1023 1023 1023 1684 , 11117
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4532 1022 1023 1023 1023 1692 , 10320
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4599 1022 1023 1022 1022 1726 , 10405
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4691 1021 1022 1023 1023 1710 , 10498
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4477 1015 1024 1024 1022 1702 , 10262
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4624 1024 1022 1024 1023 1696 , 10409
Group A , 172297 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4807 1020 1023 1022 1023 1686 , 10589
Group A , 172297 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5000 1014 1022 1024 1022 1721 , 10804
