Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 171971 , training , 7 , 4 , 7 6 5 4 , 4 , 66534 1671 1318 1793 , 72516
Group B , 171971 , training , 6 , 1 , 6 7 1 , 3 , 4767 1305 1632 , 7705
Group B , 171971 , training , 6 , 7 , 6 5 4 3 2 1 7 , 7 , 4568 1487 1465 1293 1154 1361 1376 , 12704
Group B , 171971 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 4320 1065 1272 1311 1336 1336 1367 , 12007
Group B , 171971 , training , 6 , 2 , 6 7 1 2 , 4 , 4649 1161 1263 1520 , 8592
Group B , 171971 , training , 7 , 5 , 7 1 2 3 4 5 , 6 , 4800 1153 1136 1108 1019 1337 , 10553
Group B , 171971 , training , 5 , 3 , 5 4 3 , 3 , 4968 1031 1361 , 7360
Group B , 171971 , training , 2 , 5 , 2 3 4 5 , 4 , 4848 1048 7120 1247 , 14264
Group B , 171971 , training , 3 , 7 , 3 2 1 7 , 4 , 6063 1160 1024 1554 , 9801
Group B , 171971 , training , 5 , 6 , 5 6 , 2 , 4558 1529 , 6086
Group B , 171971 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 4659 1081 1092 1408 1120 1152 1352 , 11865
Group B , 171971 , training , 1 , 7 , 1 7 , 2 , 4634 1590 , 6224
Group B , 171971 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 4712 1099 1116 1321 1225 1463 1312 , 12247
Group B , 171971 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4848 1193 1134 1130 1109 1363 , 10777
Group B , 171971 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 4887 1264 1048 1073 1367 1345 1463 , 12448
Group B , 171971 , training , 5 , 6 , 5 6 , 2 , 4768 1313 , 6081
Group B , 171971 , training , 4 , 3 , 4 5 4 3 , 4 , 5632 1271 1312 1400 , 9615
Group B , 171971 , training , 1 , 3 , 1 2 3 , 3 , 6709 1093 1365 , 9167
Group B , 171971 , training , 4 , 3 , 4 3 , 2 , 4418 1390 , 5807
Group B , 171971 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 4909 1099 1108 1125 1024 1319 , 10587
Group B , 171971 , training , 1 , 4 , 1 2 3 4 , 4 , 4683 1022 1115 1541 , 8359
Group B , 171971 , training , 6 , 5 , 6 7 1 2 3 4 5 , 7 , 5447 1123 1294 1216 1115 1141 1183 , 12518
Group B , 171971 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 5106 1111 1224 1183 1089 1078 1290 , 12081
Group B , 171971 , training , 4 , 2 , 4 3 2 , 3 , 5939 1188 1545 , 8672
Group B , 171971 , training , 7 , 6 , 7 6 , 2 , 4608 1480 , 6089
Group B , 171971 , training , 5 , 2 , 5 4 3 2 , 4 , 4632 1224 1176 1456 , 8488
Group B , 171971 , training , 1 , 2 , 1 2 , 2 , 6317 1419 , 7736
Group B , 171971 , training , 6 , 4 , 6 5 4 , 3 , 4744 1024 1568 , 7336
Group B , 171971 , training , 2 , 3 , 2 3 , 2 , 4552 1287 , 5840
Group B , 171971 , training , 3 , 2 , 3 2 , 2 , 6248 1441 , 7688
Group B , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4706 1117 1386 , 7208
Group B , 171971 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 5254 1354 1366 1025 1280 1288 1280 , 12849
Group B , 171971 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 5785 1423 1240 1135 1033 1265 1328 , 13207
Group B , 171971 , training , 1 , 4 , 1 2 3 4 , 4 , 4589 1129 1073 1249 , 8041
Group B , 171971 , training , 5 , 1 , 5 4 3 2 1 , 5 , 4696 1599 1145 1048 1399 , 9888
Group B , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4457 1112 1088 1312 , 7968
Group B , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4576 1177 1129 1325 , 8207
Group B , 171971 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4824 1153 1096 1495 1296 , 9864
Group B , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 4328 1104 1091 1316 , 7838
Group B , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 6456 1103 1025 1224 , 9809
Group B , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 5921 1415 1114 1279 , 9729
Group B , 171971 , test , 2 , 6 , 2 1 2 3 4 5 6 , 7 , 4600 1247 1117 1018 1274 1017 1367 , 11639
Group B , 171971 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4560 1185 1110 1114 1479 , 9449
Group B , 171971 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4712 1105 1014 1355 1182 , 9369
Group B , 171971 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4560 1080 1112 1305 1191 , 9247
Group B , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4350 1112 1026 1304 , 7792
Group B , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4384 1115 1149 1216 , 7864
Group B , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 4729 1120 1103 1336 , 8288
Group B , 171971 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4526 1121 1353 1141 1355 , 9496
Group B , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4632 1081 1087 1247 , 8047
Group B , 171971 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4833 1104 1097 1088 1215 , 9337
Group B , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4393 1023 1296 1296 , 8008
Group B , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4432 1136 1128 1337 , 8031
Group B , 171971 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4487 1083 1119 1103 1124 , 8920
Group B , 171971 , test , 4 , 7 , 4 3 2 1 7 , 5 , 5027 1129 1095 1145 1247 , 9641

Group A , 171971 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 9731 1932 1361 1159 1168 1632 , 16984
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4521 1208 1207 , 6935
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4497 1250 1312 , 7058
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4583 1143 1136 , 6862
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 5084 1148 1256 , 7489
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4616 1147 1133 , 6896
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4601 1240 1160 , 7000
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 5840 1288 1449 , 8578
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4552 1129 1397 , 7079
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4312 1128 1249 , 6688
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4665 1208 1383 , 7255
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4647 1215 1297 , 7160
Group A , 171971 , training , 2 , 7 , 2 1 7 , 3 , 4786 1181 1385 , 7351
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4599 1140 1157 , 6898
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4657 1188 1124 , 6968
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4768 1216 1225 , 7209
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4766 1064 1193 , 7022
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 5091 1175 1197 , 7464
Group A , 171971 , training , 3 , 4 , 3 4 , 2 , 4960 1369 , 6329
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4768 1262 1561 , 7591
Group A , 171971 , training , 7 , 1 , 7 1 , 2 , 5904 2066 , 7971
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4518 1255 1256 , 7028
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4536 1184 1257 , 6977
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4559 1170 1632 , 7361
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4351 1168 1761 , 7280
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4423 1112 1208 , 6742
Group A , 171971 , training , 2 , 3 , 2 3 , 2 , 4728 1671 , 6401
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4602 1183 1432 , 7215
Group A , 171971 , training , 4 , 3 , 4 5 4 3 , 4 , 4568 1088 1385 1256 , 8298
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4575 2121 2479 , 9174
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4513 1095 1144 , 6753
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4567 1232 1986 , 7785
Group A , 171971 , training , 4 , 6 , 4 5 6 , 3 , 4486 1200 1552 , 7238
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4554 1238 1168 , 6962
Group A , 171971 , training , 2 , 4 , 2 3 4 , 3 , 4585 1168 1313 , 7064
Group A , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4911 1158 1129 1353 , 8551
Group A , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4665 1192 1087 1296 , 8240
Group A , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4697 1137 1118 1248 , 8200
Group A , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4561 1029 1124 1399 , 8113
Group A , 171971 , test , 4 , 7 , 4 3 4 5 6 7 , 6 , 4824 1623 1140 1133 1064 1233 , 11016
Group A , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 4927 1167 1168 1328 , 8591
Group A , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4464 1152 1135 1408 , 8159
Group A , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 5530 1111 1080 1088 , 8809
Group A , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4600 1256 1417 1479 1143 1217 , 11112
Group A , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 4504 1137 1256 1383 , 8280
Group A , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4673 1016 1544 1287 , 8520
Group A , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4636 1204 1280 1240 , 8361
Group A , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4688 1242 1564 1442 , 8935
Group A , 171971 , test , 7 , 4 , 7 1 2 3 4 , 5 , 7184 1069 1486 1123 1170 , 12031
Group A , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4353 1139 1092 1185 , 7770
Group A , 171971 , test , 4 , 7 , 4 5 6 7 , 4 , 4464 1256 1279 1384 , 8383
Group A , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 5737 1126 1109 1587 , 9559
Group A , 171971 , test , 2 , 6 , 2 1 7 6 , 4 , 4417 1133 1068 1455 , 8074
Group A , 171971 , test , 6 , 2 , 6 7 1 2 , 4 , 4544 1216 1112 1359 , 8230
Group A , 171971 , test , 7 , 4 , 7 6 5 4 , 4 , 6528 1200 1192 1327 , 10248
