Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 124465 , training , 4 , 6 , 4 5 6 , 3 , 51953 1396 1370 1167 , 57089
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4507 1012 1023 1009 1023 1789 , 10361
Group A , 124465 , training , 4 , 6 , 4 5 6 , 3 , 4415 1019 1735 , 7168
Group A , 124465 , training , 4 , 6 , 4 5 6 , 3 , 4647 1006 1662 , 7318
Group A , 124465 , training , 2 , 4 , 2 3 4 , 3 , 4551 1008 1397 , 6954
Group A , 124465 , training , 5 , 1 , 5 4 3 2 1 , 5 , 4616 1152 1006 1029 1648 , 9452
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4449 1027 1004 1466 1364 1604 , 10912
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4597 1006 1006 1026 1008 1448 , 10093
Group A , 124465 , training , 3 , 2 , 3 2 , 2 , 4369 1450 , 5820
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4426 1010 1024 1029 1007 1772 , 10265
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 53111 1006 1561 1269 1033 1725 , 59707
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 7436 1007 1006 1016 1355 1575 , 13395
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4973 1032 1274 1557 1441 1571 , 11849
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4336 1471 1024 1437 1149 1659 , 11075
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4990 1104 1464 1053 1383 2041 , 12035
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4670 1399 1007 1325 1285 1634 , 11321
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5181 1009 1075 1289 1063 1740 , 11356
Group A , 124465 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4435 1059 1005 1005 1025 1818 , 10347
Group A , 124465 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5014 1013 1007 1026 1023 1628 , 10710
