Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 180570 , training , 2 , 1 , 2 1 , 2 , 47147 2631 , 50979
Group A , 180570 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4823 1210 1071 1098 1111 1360 , 10672
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4472 1168 1369 , 7008
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4656 1096 1032 , 6785
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4487 1128 1105 , 6719
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4489 1128 1055 , 6674
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4408 1048 1170 , 6626
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4527 1064 1064 , 6655
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4712 1106 1150 , 6968
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4586 1127 1192 , 6904
Group A , 180570 , training , 1 , 2 , 1 2 , 2 , 4522 1136 , 5658
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4352 1048 1120 , 6520
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 9769 1136 1120 , 12026
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4625 1079 1120 , 6823
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4600 1074 1103 , 6777
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4434 1074 1157 , 6665
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4327 1032 1201 , 6560
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4514 1119 1112 , 6745
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4568 1111 1112 , 6793
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4633 1264 1176 , 7072
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4625 1111 1079 , 6814
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4459 1007 1176 , 6641
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4800 1161 1184 , 7147
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4673 1128 1151 , 6951
Group A , 180570 , training , 4 , 6 , 4 5 6 , 3 , 4753 1079 1112 , 6944
Group A , 180570 , training , 7 , 3 , 7 1 2 3 , 4 , 5994 1103 1119 1145 , 9361
Group A , 180570 , training , 2 , 4 , 2 3 4 , 3 , 4504 1184 1138 , 6827
Group A , 180570 , training , 4 , 1 , 4 5 6 7 1 , 5 , 6512 1048 1064 1609 1175 , 11407
