Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 190282 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 84929 2511 2577 3167 3937 2862 1169 , 102354
Group A , 190282 , training , 4 , 6 , 4 5 4 3 2 1 7 6 , 8 , 6319 2816 2241 2943 2944 3087 2706 3727 , 26789
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 6819 2732 3200 , 12743
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 9440 2960 3457 , 15857
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 5038 2641 3363 , 11042
Group A , 190282 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 4828 2960 3521 2863 3232 3328 , 20733
Group A , 190282 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 5248 3216 3199 4562 3566 3585 , 23375
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4754 3404 3569 , 11728
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4865 2943 4992 , 12799
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 6211 2908 3361 , 12480
Group A , 190282 , training , 5 , 1 , 5 4 3 2 1 , 5 , 4975 2896 3200 3120 3345 , 17536
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4846 3635 3390 , 11871
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4688 2975 3489 , 11152
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4831 3231 4194 , 12256
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 5358 3105 3056 , 11519
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4655 3664 3713 , 12032
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4831 3152 3618 , 11601
Group A , 190282 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 5886 3648 3008 3039 2863 3761 , 22206
Group A , 190282 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4961 3327 3663 3169 3135 3249 , 21503
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4896 2687 3264 , 10852
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4899 3101 3568 , 11563
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4961 3360 3615 , 11937
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 5616 3055 3360 , 12030
Group A , 190282 , training , 3 , 5 , 3 4 5 , 3 , 4881 3472 3776 , 12129
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4817 2881 2703 , 10402
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4817 3037 2816 , 10670
Group A , 190282 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4756 2956 3392 3279 3089 3233 , 20704
Group A , 190282 , training , 3 , 2 , 3 4 5 6 7 1 2 , 7 , 4927 3106 2956 2960 3185 2916 3148 , 23199
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4591 3361 3504 , 11455
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4800 3299 3100 , 11199
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4927 3233 3264 , 11424
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4623 4289 3775 , 12687
Group A , 190282 , training , 4 , 6 , 4 5 6 , 3 , 4868 3149 3295 , 11312
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4927 2836 3181 , 10944
Group A , 190282 , training , 2 , 4 , 2 3 4 , 3 , 4784 3697 3136 , 11618
Group A , 190282 , test , 2 , 6 , 2 1 7 6 , 4 , 4957 3318 2971 3408 , 14654
Group A , 190282 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4687 3376 3442 4223 3775 , 19503
Group A , 190282 , test , 6 , 2 , 6 7 1 2 , 4 , 5232 3648 3728 3970 , 16582
Group A , 190282 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4622 4143 3328 3457 3920 , 19489
Group A , 190282 , test , 4 , 7 , 4 3 4 5 6 7 , 6 , 4863 3140 3677 4111 3505 4176 , 23448
Group A , 190282 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4575 3602 4124 3377 3553 , 19231
Group A , 190282 , test , 6 , 2 , 6 7 1 2 , 4 , 5215 4111 4066 4367 , 17759
Group A , 190282 , test , 2 , 6 , 2 1 7 6 , 4 , 5039 3284 3900 3202 , 15425
Group A , 190282 , test , 4 , 7 , 4 3 2 1 7 , 5 , 5186 3435 3023 3200 3185 , 18030
Group A , 190282 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4735 2753 2551 3240 3440 , 16718
Group A , 190282 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4593 3088 3103 3135 3012 , 16932
Group A , 190282 , test , 6 , 2 , 6 7 1 2 , 4 , 5212 3408 3539 3693 , 15855
Group A , 190282 , test , 4 , 7 , 4 5 6 7 , 4 , 4688 3200 3056 3648 , 14588
Group A , 190282 , test , 2 , 6 , 2 1 7 6 , 4 , 4675 3485 2783 3312 , 14256
Group A , 190282 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4593 4223 3311 3137 3279 , 18542
Group A , 190282 , test , 6 , 2 , 6 7 1 2 , 4 , 5297 3088 3827 3628 , 15840
Group A , 190282 , test , 7 , 4 , 7 6 5 4 , 4 , 4976 2928 3440 3136 , 14480
Group A , 190282 , test , 6 , 2 , 6 7 1 2 , 4 , 4819 3564 3408 3313 , 15105
Group A , 190282 , test , 2 , 6 , 2 1 7 6 , 4 , 5183 3856 3108 3692 , 15838
Group A , 190282 , test , 4 , 7 , 4 5 6 7 , 4 , 5119 3236 2908 3696 , 14959

Group B , 190282 , training , 5 , 1 , 5 6 7 1 , 4 , 21919 3105 3139 3392 , 31555
Group B , 190282 , training , 6 , 4 , 6 5 4 , 3 , 5836 2833 2896 , 11565
Group B , 190282 , training , 4 , 7 , 4 3 2 1 7 , 5 , 6927 3264 3071 2657 3535 , 19454
Group B , 190282 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4828 3029 2575 3184 3584 , 17200
Group B , 190282 , training , 7 , 4 , 7 1 2 3 4 , 5 , 5121 3327 3903 3536 3568 , 19455
Group B , 190282 , training , 7 , 5 , 7 6 5 , 3 , 5537 3247 3936 , 12720
Group B , 190282 , training , 5 , 3 , 5 4 3 , 3 , 4960 3375 3642 , 11993
Group B , 190282 , training , 5 , 2 , 5 6 7 1 2 , 5 , 5271 3055 2960 3212 3333 , 17815
Group B , 190282 , training , 4 , 1 , 4 3 2 1 , 4 , 5375 3728 4208 5471 , 18782
Group B , 190282 , training , 6 , 1 , 6 7 1 , 3 , 6801 4160 3631 , 14592
Group B , 190282 , training , 1 , 7 , 1 2 3 4 5 6 7 , 7 , 5649 7487 2755 2908 3648 3105 3073 , 28625
Group B , 190282 , training , 4 , 7 , 4 3 2 1 7 , 5 , 4990 3472 3588 3083 3409 , 18542
Group B , 190282 , training , 2 , 3 , 2 1 7 6 5 4 3 , 7 , 4659 2940 2976 3633 3129 2711 2989 , 23037
Group B , 190282 , training , 1 , 2 , 1 2 , 2 , 4899 4334 , 9234
Group B , 190282 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 4929 3571 3208 4148 2993 3295 , 22143
Group B , 190282 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 4848 3441 3935 3424 3139 3022 2719 , 24528
Group B , 190282 , training , 2 , 7 , 2 3 4 5 6 7 , 6 , 4789 3514 3136 3025 3392 3295 , 21152
