Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 79948 1121 1483 , 83754
Group A , 115426 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 4604 1805 1450 1059 1385 1061 , 11363
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4612 1379 1155 , 7147
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 5062 1021 1059 , 7141
Group A , 115426 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4917 1424 1285 1113 1008 1890 , 11638
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5052 5888 1268 , 12207
Group A , 115426 , training , 6 , 7 , 6 7 , 2 , 5234 1384 , 6618
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5350 1127 1168 , 7646
Group A , 115426 , training , 3 , 4 , 3 4 , 2 , 4658 1336 , 5995
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 4705 1112 1204 , 7019
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 4817 1087 1300 , 7203
Group A , 115426 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5668 1074 1109 1008 1106 1312 , 11278
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4578 1059 1169 , 6806
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5498 1473 1376 , 8347
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 5015 1014 1369 , 7398
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 28881 1088 1422 , 31392
Group A , 115426 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 7510 1427 1068 1247 1059 1268 , 13579
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4353 1338 1226 , 6916
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 4637 1229 1226 , 7091
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4941 1270 1072 , 7285
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4562 1376 1208 , 7146
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 4883 1038 1143 , 7063
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5130 1779 1379 , 8289
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 6123 1129 1365 , 8615
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4447 1078 1326 , 6853
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4562 1080 1285 , 6925
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5860 1119 1407 , 8388
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5283 1254 1394 , 7931
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4560 1083 1217 , 6858
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 5070 1328 1284 , 7682
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 4559 1207 1248 , 7016
Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 5263 1329 1413 , 8004
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 5221 1038 1247 , 7505
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 4683 1042 1218 , 6944
Group A , 115426 , training , 4 , 3 , 4 5 4 3 , 4 , 5101 1391 1030 1453 , 8976
Group A , 115426 , test , 2 , 6 , 2 1 7 6 , 4 , 4359 1301 1015 1314 , 7988
Group A , 115426 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4648 1044 1415 1015 1017 , 9139
Group A , 115426 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4314 1008 1421 1457 1085 , 9285
Group A , 115426 , test , 7 , 4 , 7 6 5 4 , 4 , 4315 1024 1023 1215 , 7578
Group A , 115426 , test , 2 , 6 , 2 1 7 6 , 4 , 4332 1024 1022 1018 , 7394
Group A , 115426 , test , 6 , 2 , 6 7 1 2 , 4 , 4633 1014 1447 1270 , 8364
Group A , 115426 , test , 7 , 4 , 7 6 5 4 , 4 , 4328 1023 1024 1301 , 7676
Group A , 115426 , test , 4 , 7 , 4 5 6 7 , 4 , 5458 1490 1005 1125 , 9079
Group A , 115426 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4704 1008 1438 1028 1068 , 9246
Group A , 115426 , test , 7 , 4 , 7 6 5 4 , 4 , 4332 1023 1024 1028 , 7408
Group A , 115426 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4325 1023 1022 1311 1412 , 9091
Group A , 115426 , test , 2 , 6 , 2 1 7 6 , 4 , 4406 1028 1022 1151 , 7607
Group A , 115426 , test , 4 , 7 , 4 5 6 7 , 4 , 41826 1390 1017 1052 , 45287
Group A , 115426 , test , 2 , 6 , 2 1 7 6 , 4 , 4322 1024 1022 4089 , 10457
Group A , 115426 , test , 7 , 4 , 7 6 5 4 , 4 , 16968 1035 1517 1442 , 20962
Group A , 115426 , test , 6 , 2 , 6 7 1 2 , 4 , 8712 1076 1346 1381 , 12514
Group A , 115426 , test , 6 , 2 , 6 7 1 2 , 4 , 4963 1047 1204 1230 , 8445
Group A , 115426 , test , 7 , 4 , 7 6 5 4 , 4 , 5446 1060 1024 2182 , 9712
Group A , 115426 , test , 2 , 6 , 2 1 7 6 , 4 , 6446 1028 1022 1109 , 9604
Group A , 115426 , test , 4 , 7 , 4 5 6 7 , 4 , 8791 1109 1039 1203 , 12143

Group A , 115426 , training , 4 , 6 , 4 5 6 , 3 , 53850 1382 1137 , 56369
Group A , 115426 , training , 2 , 4 , 2 3 4 , 3 , 6604 1312 1007 , 8922
