Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 106004 , training , 4 , 1 , 4 3 2 1 , 4 , 46997 1255 1344 1576 , 52375
Group B , 106004 , training , 1 , 2 , 1 2 , 2 , 4357 1473 , 5829
Group B , 106004 , training , 2 , 4 , 2 3 4 , 3 , 4410 1054 1337 , 6800
Group B , 106004 , training , 4 , 5 , 4 5 , 2 , 4584 1440 , 6024
Group B , 106004 , training , 4 , 6 , 4 5 6 , 3 , 4672 1265 1462 , 7400
Group B , 106004 , training , 4 , 2 , 4 3 2 , 3 , 4423 1034 1352 , 6807
Group B , 106004 , training , 2 , 7 , 2 1 7 , 3 , 4399 1305 1208 , 6912
Group B , 106004 , training , 6 , 7 , 6 5 4 3 2 1 7 , 7 , 4472 1032 1343 1289 1071 1362 1078 , 11649
Group B , 106004 , training , 4 , 6 , 4 5 6 , 3 , 4518 1018 1129 , 6665
Group B , 106004 , training , 6 , 7 , 6 5 4 3 2 1 7 , 7 , 4481 1335 1032 1325 1082 1025 1136 , 11413
Group B , 106004 , training , 1 , 5 , 1 2 3 4 5 , 5 , 4367 1024 1065 1097 1166 , 8723
Group B , 106004 , training , 3 , 6 , 3 4 5 6 , 4 , 4392 1329 1072 7384 , 14175
Group B , 106004 , training , 3 , 4 , 3 2 3 4 , 4 , 4537 1189 1033 1152 , 7912
Group B , 106004 , training , 1 , 4 , 1 2 3 4 , 4 , 4745 1312 1023 1086 , 8165
Group B , 106004 , training , 5 , 7 , 5 4 3 2 1 7 , 6 , 4987 1351 1313 1096 1023 1189 283 368 , 11610
Group B , 106004 , training , 1 , 3 , 1 2 3 , 3 , 4384 1073 1296 , 6752
Group B , 106004 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4493 1026 1041 1344 1271 , 9177
Group B , 106004 , training , 7 , 1 , 7 1 , 2 , 4393 1246 , 5639
Group B , 106004 , training , 7 , 1 , 7 1 , 2 , 4529 1080 , 5608
