Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 142425 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 23202 2311 3 1742 1730 2071 272 155 2017 294 595 169 1932 2391 569 2001 , 42656
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4698 1729 1958 1937 1786 2256 , 14363
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4367 2008 1834 , 8209
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4751 1938 1818 , 8508
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4746 2095 1795 2047 1792 2406 , 14879
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4524 1907 2351 , 8782
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4580 1831 1823 , 8236
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4393 1766 2029 , 8186
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4341 1635 2004 1744 2091 2187 , 14004
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 17716 2147 2073 , 21936
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4345 1794 2047 , 8186
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4331 1889 2125 , 8344
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4364 1740 2732 , 8836
Group A , 142425 , training , 1 , 3 , 1 2 3 , 3 , 4800 2105 2231 , 9138
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4385 2003 2173 , 8558
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4649 1746 2085 , 8481
Group A , 142425 , training , 5 , 6 , 5 4 3 2 1 7 6 , 7 , 4363 1802 2013 1825 2051 1798 6316 2301 1840 , 24309
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4366 2018 1788 1988 1744 2001 , 13906
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4355 1861 2139 2046 1804 2515 , 14720
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4384 2013 15741 , 22137
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4523 2548 2373 , 9444
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4362 1944 1996 2010 1937 2239 , 14489
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5933 2094 1845 2097 1744 2221 , 15935
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4376 2819 2541 , 9735
Group A , 142425 , training , 4 , 6 , 4 5 6 , 3 , 4343 1745 2431 , 8521
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4747 1984 1864 1997 1896 1946 2124 2342 , 18896
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4584 1690 2314 , 8588
Group A , 142425 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4341 1792 2156 1803 2355 , 12450
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4478 1794 1990 1753 2649 15532 , 28194
Group A , 142425 , training , 2 , 4 , 2 3 4 , 3 , 4451 2909 2049 , 9409
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4326 1743 1955 1890 1989 2107 , 14011
Group A , 142425 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4377 2244 1840 2073 1947 2192 2143 2212 , 19027
Group A , 142425 , training , 2 , 3 , 2 3 , 2 , 4558 2600 , 7159
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4877 1838 1951 1959 1926 3823 , 16374
Group A , 142425 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4507 2089 2006 1853 1992 2232 , 14678
Group A , 142425 , test , 2 , 6 , 2 1 7 6 , 4 , 4342 1971 1845 2251 , 10410
Group A , 142425 , test , 4 , 7 , 4 5 6 7 , 4 , 4365 1756 2048 2069 , 10238
Group A , 142425 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4336 2000 2113 10434 2103 , 20985
Group A , 142425 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4362 1825 1997 1894 2569 , 12648
Group A , 142425 , test , 7 , 4 , 7 6 5 4 , 4 , 36207 1946 1830 2519 , 42502
Group A , 142425 , test , 6 , 2 , 6 7 1 2 , 4 , 4616 2006 1786 2355 , 10762
Group A , 142425 , test , 4 , 7 , 4 5 6 7 , 4 , 4693 1984 1856 2344 , 10878
Group A , 142425 , test , 2 , 6 , 2 1 7 6 , 4 , 4367 1844 2156 2366 , 10732
Group A , 142425 , test , 7 , 4 , 7 6 5 4 , 4 , 4360 2072 2058 2234 , 10725
Group A , 142425 , test , 6 , 2 , 6 5 4 3 2 , 5 , 4406 1754 2082 1837 2379 , 12459
Group A , 142425 , test , 4 , 7 , 4 3 2 1 7 , 5 , 4360 1903 2705 2205 2490 , 13663
Group A , 142425 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4378 1742 2158 1848 2362 , 12485
Group A , 142425 , test , 2 , 6 , 2 3 4 5 6 , 5 , 4471 1748 2188 1808 2385 , 12602
Group A , 142425 , test , 4 , 7 , 4 5 6 7 , 4 , 4674 2071 2032 2190 , 10966
Group A , 142425 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4341 2081 1897 2151 2068 , 12538
Group A , 142425 , test , 6 , 2 , 6 7 1 2 , 4 , 4484 2157 1755 2471 , 10868
Group A , 142425 , test , 7 , 4 , 7 1 2 3 4 , 5 , 4763 2033 1841 2098 2519 , 13253
Group A , 142425 , test , 4 , 7 , 4 5 6 7 , 4 , 4430 1990 1790 2059 2343 2042 , 14654
Group A , 142425 , test , 6 , 2 , 6 7 1 2 , 4 , 4342 2105 1754 2386 , 10586
