Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 100931 , training , 3 , 7 , 3 2 1 7 , 4 , 39792 1270 1279 1449 , 44993
Group B , 100931 , training , 2 , 1 , 2 1 , 2 , 4936 1166 1154 1752 , 9015
Group B , 100931 , training , 7 , 2 , 7 6 5 4 3 2 , 6 , 4979 1375 1330 1055 1537 1847 , 12115
Group B , 100931 , training , 5 , 2 , 5 4 3 2 , 4 , 4609 1015 1184 1471 , 8292
Group B , 100931 , training , 7 , 6 , 7 6 , 2 , 4513 1169 1520 1383 , 8573
Group B , 100931 , training , 4 , 3 , 4 3 , 2 , 4752 1592 , 6343
Group B , 100931 , training , 3 , 2 , 3 2 , 2 , 5137 1400 , 6538
Group B , 100931 , training , 2 , 6 , 2 1 7 6 , 4 , 7871 1329 1232 1351 , 11783
Group B , 100931 , training , 6 , 2 , 6 5 4 3 2 , 5 , 4720 1081 1183 1056 1080 , 9131
Group B , 100931 , training , 7 , 5 , 7 6 5 , 3 , 4470 1167 1368 , 6992
Group B , 100931 , training , 6 , 5 , 6 5 , 2 , 5321 1183 , 6521
Group B , 100931 , training , 3 , 5 , 3 2 1 7 6 5 , 6 , 4721 1160 1016 1063 1057 1019 , 10030
Group B , 100931 , training , 5 , 2 , 5 4 3 2 , 4 , 44204 1188 1361 1319 , 48063
Group B , 100931 , training , 4 , 2 , 4 3 2 , 3 , 4721 1111 1096 , 6934
Group B , 100931 , training , 1 , 2 , 1 7 6 5 4 3 2 , 7 , 4649 1240 1088 1232 1032 1015 1161 , 11409
Group B , 100931 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 4751 1041 1031 1161 1192 1015 , 10206
Group B , 100931 , training , 1 , 6 , 1 7 6 , 3 , 5385 1079 1129 , 7578
Group B , 100931 , training , 5 , 3 , 5 4 3 , 3 , 6296 1184 1439 , 8918
Group B , 100931 , training , 7 , 6 , 7 6 , 2 , 4777 1076 , 5855
Group B , 100931 , training , 7 , 5 , 7 6 5 , 3 , 4656 1209 1032 , 6895
Group B , 100931 , training , 2 , 6 , 2 1 7 6 , 4 , 4762 1069 1144 1023 , 8000
Group B , 100931 , training , 7 , 5 , 7 6 5 , 3 , 4522 1279 1067 , 6868
Group B , 100931 , training , 6 , 2 , 6 5 4 3 2 , 5 , 4461 1097 1007 1074 1078 , 8716
Group B , 100931 , training , 1 , 5 , 1 7 6 5 , 4 , 4576 1088 1185 1079 , 7928
Group B , 100931 , training , 7 , 5 , 7 6 5 , 3 , 4529 1023 1072 , 6625
Group B , 100931 , training , 4 , 1 , 4 5 6 7 1 , 5 , 18604 1 3312 4180 1628 1064 1047 1736 , 31571
Group B , 100931 , training , 3 , 5 , 3 4 5 , 3 , 4627 1166 1407 , 7199
Group B , 100931 , training , 6 , 2 , 6 7 1 2 , 4 , 4936 1057 1200 1438 , 8633
Group B , 100931 , training , 6 , 3 , 6 7 1 2 3 , 5 , 4969 1072 1064 1064 1208 , 9376
Group B , 100931 , training , 7 , 6 , 7 1 2 3 4 5 6 , 7 , 4384 1112 1032 1008 1097 1673 1295 , 11601
Group B , 100931 , training , 3 , 4 , 3 2 1 7 6 5 4 , 7 , 4759 1072 1069 1063 1096 1114 1046 , 11219
