Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 151472 , training , 4 , 6 , 4 5 4 5 6 , 5 , 36861 1481 1176 1009 3152 , 44879
Group A , 151472 , training , 4 , 5 , 4 5 , 2 , 4430 1025 1199 1752 , 8412
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4372 1008 1712 , 7092
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4632 1008 1768 , 7409
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4347 1373 1528 , 7247
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4448 1009 1639 , 7095
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4379 1008 1656 , 7044
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4401 1009 1614 , 7023
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4612 1088 1376 , 7076
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4377 1008 1360 , 6741
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4412 1008 1246 , 6671
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4492 1007 1337 , 6835
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4394 1010 1140 , 6543
Group A , 151472 , training , 7 , 1 , 7 1 , 2 , 11048 1767 , 12816
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 13840 1174 2002 , 17011
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4774 1089 1561 , 7425
Group A , 151472 , training , 7 , 6 , 7 1 2 3 4 5 6 , 7 , 4680 1088 1092 1080 1088 1095 1696 , 11823
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4716 1087 1460 , 7260
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 6968 1007 1402 , 9376
Group A , 151472 , training , 7 , 3 , 7 1 2 3 , 4 , 4651 1007 1007 1457 , 8125
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4707 1008 1379 , 7090
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 40168 119 1010 2918 1064 1208 , 46493
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 12269 1007 1384 , 14658
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 7392 1008 1592 , 9994
Group A , 151472 , training , 2 , 4 , 2 3 4 , 3 , 4919 1009 2601 , 8529
Group A , 151472 , training , 4 , 6 , 4 5 6 , 3 , 4384 1086 1513 , 6981
Group A , 151472 , training , 2 , 6 , 2 3 4 5 6 , 5 , 4619 1085 1011 1086 1225 , 9028
