Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group A , 159443 , training , 2 , 4 , 2 1 7 6 5 4 , 6 , 26128 2288 2415 2207 2215 2220 26 1285 1281 1297 1154 27 1260 1333 2583 2625 3017 , 54561
Group A , 159443 , training , 4 , 2 , 4 3 2 , 3 , 6134 3624 2569 , 12328
Group A , 159443 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 4817 2968 2563 2579 2841 2529 , 18297
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 5817 3333 3817 , 12965
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4681 3008 2559 , 10250
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4431 3153 2720 , 10305
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4369 2609 2478 , 9455
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 12185 2784 2623 , 17592
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 4673 2532 2789 , 9993
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 5255 2719 2832 , 10806
Group A , 159443 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5641 3032 2543 2472 2640 2695 , 19023
Group A , 159443 , training , 3 , 4 , 3 2 3 4 , 4 , 4778 2597 2692 2407 , 12474
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4399 2605 2812 , 9816
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 5168 2949 3218 , 11334
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 6257 2615 2873 , 11745
Group A , 159443 , training , 4 , 1 , 4 5 6 7 1 , 5 , 5519 2728 2832 2449 3432 , 16961
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 5031 2864 2761 , 10657
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4368 2848 2559 , 9775
Group A , 159443 , training , 4 , 6 , 4 3 2 1 7 6 , 6 , 5657 2719 2601 2313 2599 2975 , 18863
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 4368 2577 2718 , 9663
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 4313 2591 2720 , 9625
Group A , 159443 , training , 2 , 4 , 2 1 2 3 4 , 5 , 5216 2753 2688 2432 2632 , 15721
Group A , 159443 , training , 2 , 4 , 2 3 4 , 3 , 4712 2439 2657 , 9807
Group A , 159443 , training , 4 , 6 , 4 5 6 , 3 , 4969 2806 2550 , 10324
