Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 121023 , training , 3 , 7 , 3 2 1 7 , 4 , 61427 4524 2611 3631 , 73394
Group B , 121023 , training , 7 , 3 , 7 6 5 4 3 , 5 , 4655 3122 2857 3110 2783 , 16529
Group B , 121023 , training , 3 , 4 , 3 4 , 2 , 4584 3221 , 7807
Group B , 121023 , training , 3 , 5 , 3 4 5 , 3 , 4801 2736 2572 , 10108
Group B , 121023 , training , 2 , 1 , 2 3 4 5 6 7 1 , 7 , 5665 2838 2571 2895 2459 2283 2957 , 21671
Group B , 121023 , training , 4 , 2 , 4 3 2 , 3 , 5015 3188 2773 , 10971
Group B , 121023 , training , 1 , 7 , 1 7 , 2 , 4743 3547 , 8293
Group B , 121023 , training , 5 , 6 , 5 4 5 6 , 4 , 4579 2760 2504 2514 , 12356
Group B , 121023 , training , 3 , 7 , 3 4 5 6 7 , 5 , 4914 2978 2477 2730 2781 , 15881
Group B , 121023 , training , 6 , 7 , 6 7 , 2 , 5175 2420 , 7596
Group B , 121023 , training , 7 , 5 , 7 6 5 , 3 , 5124 2675 2630 , 10426
Group B , 121023 , training , 1 , 2 , 1 2 , 2 , 5749 2646 , 8396
Group B , 121023 , training , 2 , 5 , 2 3 4 5 , 4 , 4563 2584 2627 2596 , 12372
Group B , 121023 , training , 6 , 4 , 6 5 4 , 3 , 4636 2599 2367 , 9601
Group B , 121023 , training , 5 , 6 , 5 6 , 2 , 5448 2942 , 8390
Group B , 121023 , training , 5 , 3 , 5 6 5 4 3 , 5 , 4689 2778 2665 2764 2487 , 15381
Group B , 121023 , training , 4 , 6 , 4 5 6 , 3 , 5321 836 2655 2921 , 11736
Group B , 121023 , training , 5 , 6 , 5 6 , 2 , 4483 2662 , 7140
Group B , 121023 , training , 2 , 3 , 2 3 , 2 , 4546 2545 , 7092
Group B , 121023 , training , 4 , 2 , 4 3 2 , 3 , 4724 2700 2992 , 10418
Group B , 121023 , training , 5 , 1 , 5 6 7 1 , 4 , 4976 2698 2612 3142 , 13426
Group B , 121023 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 4788 2513 2865 2613 2511 2806 , 18100
Group B , 121023 , training , 7 , 5 , 7 6 5 , 3 , 4557 2392 2834 , 9781
Group B , 121023 , training , 3 , 1 , 3 2 1 , 3 , 4513 2850 4458 , 11819
Group B , 121023 , training , 1 , 2 , 1 2 , 2 , 4669 2697 , 7365
