Group, ID, Type, Displayed, Goals, Path, Length, RT_Path, Final_RT
Group B , 135352 , training , 1 , 4 , 1 2 3 4 , 4 , 10376 3715 3482 3624 , 22402
Group B , 135352 , training , 5 , 3 , 5 6 7 1 2 3 , 6 , 5671 3761 3822 3819 3752 3696 , 24519
Group B , 135352 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 6098 3725 3804 3750 3782 3504 , 24661
Group B , 135352 , training , 6 , 3 , 6 7 1 2 3 , 5 , 5856 3728 3506 3742 3734 , 20574
Group B , 135352 , training , 6 , 1 , 6 7 1 , 3 , 6777 3609 3455 , 13834
Group B , 135352 , training , 6 , 7 , 6 7 , 2 , 5676 3740 , 9415
Group B , 135352 , training , 2 , 3 , 2 3 , 2 , 4712 3690 , 8402
Group B , 135352 , training , 4 , 7 , 4 5 6 7 , 4 , 43223 6168 2405 1843 1407 , 55046
Group B , 135352 , training , 4 , 3 , 4 5 6 7 1 2 3 , 7 , 6738 1708 1853 1358 6105 3882 1265 1516 1671 , 26098
Group B , 135352 , training , 6 , 1 , 6 7 1 , 3 , 6272 1426 1471 , 9168
Group B , 135352 , training , 5 , 2 , 5 6 7 1 2 , 5 , 4625 1280 1343 1360 1384 , 9992
Group B , 135352 , training , 7 , 4 , 7 1 2 3 4 , 5 , 5155 1582 1586 1591 1494 , 11408
Group B , 135352 , training , 3 , 1 , 3 4 5 6 7 1 , 6 , 5163 1318 1328 1270 1288 1344 , 11709
Group B , 135352 , training , 2 , 5 , 2 3 4 5 , 4 , 6355 1300 1352 2 1272 1438 , 11721
Group B , 135352 , training , 2 , 6 , 2 3 4 5 6 , 5 , 5604 1533 1409 1376 1487 , 11408
Group B , 135352 , training , 6 , 7 , 6 7 , 2 , 5315 1404 , 6720
Group B , 135352 , training , 6 , 1 , 6 7 1 , 3 , 5370 1455 1512 , 8336
Group B , 135352 , training , 1 , 2 , 1 2 , 2 , 16570 1695 1464 1754 1630 1248 1307 1453 1367 , 28490
Group B , 135352 , training , 6 , 1 , 6 7 1 , 3 , 6650 1370 1348 , 9367
Group B , 135352 , training , 2 , 5 , 2 3 4 5 , 4 , 5513 1359 1359 1 628 1435 , 10323
Group B , 135352 , training , 1 , 6 , 1 2 3 4 5 6 , 6 , 6467 1387 1486 1286 1279 1392 , 13271
Group B , 135352 , training , 4 , 2 , 4 5 6 7 1 2 , 6 , 5857 1411 1255 1285 1423 1481 , 12709
Group B , 135352 , training , 2 , 1 , 2 3 4 5 6 7 1 , 7 , 5711 1345 1248 1849 1383 1410 1375 , 14320
