group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,118035,train,2,5,2 3 4 5 6 5,6,2524 2094 816 2352 490 1430 3793 3399,40 40 40 40 39 32 37 32,16898
A,118035,train,9,8,9 8,2,1963 743,40 32,2706
A,118035,train,3,1,3 2 1,3,1714 1088 297,38 39 32,3099
A,118035,train,6,7,6 7,2,767 301,39 32,1068
A,118035,train,2,3,2 3,2,859 185,40 32,1044
A,118035,train,1,2,1 2,2,962 249,37 32,1211
A,118035,train,3,1,3 2 1,3,1491 886 224,38 39 32,2601
A,118035,train,10,8,10 9 8,3,1820 1161 152,40 40 32,3133
A,118035,train,6,4,6 5 4,3,1516 1015 272,37 38 32,2803
A,118035,train,2,7,2 3 4 5 6 7,6,1771 1304 1152 776 825 183,40 40 40 39 39 32,6011
A,118035,train,3,4,3 4,2,1018 144,40 32,1162
A,118035,train,1,3,1 2 3,3,1164 584 104,37 40 32,1852
A,118035,train,5,1,5 6 7 6 5 4 3 2 1,9,8492 1144 2536 1050 975 903 696 776 168,39 39 37 37 38 38 38 39 32,16740
A,118035,train,5,6,5 6,2,1610 5353,39 32,6963
A,118035,train,1,3,1 2 3,3,2416 864 192,37 40 32,3472
A,118035,train,9,7,9 10 1 2 3 4 5 6 7,9,2452 838 897 783 927 592 736 584 1088,38 37 37 40 40 40 39 39 32,8897
A,118035,train,6,4,6 5 4,3,3397 1342 792,37 38 32,5531
A,118035,train,5,9,5 6 7 8 9,5,4297 898 854 568 408,39 39 38 38 32,7025
A,118035,train,3,1,3 2 1,3,3690 608 1050,38 39 32,5348
A,118035,train,9,8,9 8,2,1826 399,40 32,2225
A,118035,train,1,2,1 2,2,1476 207,37 32,1683
A,118035,train,5,3,5 6 7 8 7 6 5 4 3,9,1261 1526 935 793 535 856 1088 528 320,39 39 38 40 37 37 38 38 32,7842
A,118035,train,5,3,5 4 3,3,3252 527 168,38 38 32,3947
A,118035,train,6,4,6 7 8 9 10 1 2 3 4,9,21352 864 688 944 818 949 560 624 199,39 38 38 38 37 37 40 40 32,26998
A,118035,train,9,8,9 8,2,3044 215,40 32,3259
A,118035,train,3,5,3 2 1 2 3 4 5,7,1286 1254 807 553 648 703 137,38 39 37 40 40 40 32,5388
A,118035,train,7,1,7 6 5 4 3 2 1,7,1352 2274 847 664 616 680 184,37 37 38 38 38 39 32,6617
A,118035,train,4,6,4 5 6,3,1020 666 199,40 39 32,1885
A,118035,train,3,8,3 4 5 6 7 8,6,1070 910 640 856 664 193,40 40 39 39 38 32,4333
A,118035,train,1,3,1 2 3,3,876 624 176,37 40 32,1676
A,118035,train,7,6,7 6,2,701 214,37 32,915
A,118035,train,9,7,9 10 9 8 7,5,1085 847 569 744 119,38 40 40 40 32,3364
A,118035,train,5,2,5 4 5 6 7 6 5 4 5 4 3 2,12,991 773 561 727 46593 1022 656 727 640 408 569 151,38 40 39 39 37 37 38 40 38 38 38 32,53818
A,118035,train,2,3,2 3,2,1133 111,40 32,1244
A,118035,train,3,1,3 4 5 6 5 6 7 8 7 6 5 4 3 2 1,15,4580 670 1353 36554 1277 856 600 943 753 511 689 624 736 720 191,40 40 39 37 39 39 38 40 37 37 38 38 38 39 32,51057
A,118035,train,2,6,2 1 10 9 8 7 6,7,1380 926 816 704 562 958 321,39 39 40 40 40 37 32,5667
A,118035,train,7,9,7 8 9,3,932 480 200,38 38 32,1612
A,118035,train,5,6,5 6,2,1019 197,39 32,1216
A,118035,train,7,1,7 6 7 6 5 4 3 2 1,9,2477 1000 183 2737 634 942 695 833 544 95,37 39 32 37 37 38 38 38 39 32,10140
A,118035,train,7,10,7 8 9 10,4,989 729 566 145,38 38 38 32,2429
A,118035,train,6,4,6 7 8 9 10 9 8 7 6 5 4,11,773 846 495 441 904 416 679 561 575 761 671 96,39 38 38 38 38 40 40 40 37 37 38 32,7218
A,118035,train,4,5,4 5,2,982 157,40 32,1139
A,118035,train,2,1,2 1,2,740 104,39 32,844
A,118035,train,1,2,1 2,2,651 87,37 32,738
A,118035,train,8,3,8 7 6 5 4 3,6,868 1015 729 688 552 136,40 37 37 38 38 32,3988
A,118035,train,10,5,10 9 8 7 6 5,6,1052 744 727 585 511 89,40 40 40 37 37 32,3708
A,118035,train,6,4,6 7 8 9 10 1 2 3 4,9,765 790 472 521 847 649 567 632 104 1200,39 38 38 38 37 37 40 32 40 32,6547
A,118035,train,1,3,1 10 9 8 7 6 5 4 3,9,770 880 599 584 600 896 712 520 79,39 40 40 40 37 37 38 38 32,5640
A,118035,train,10,7,10 9 8 7,4,827 528 680 232,40 40 40 32,2267
A,118035,train,3,5,3 4 5,3,838 741 136,40 40 32,1715
A,118035,train,5,6,5 6,2,3011 112,39 32,3123
A,118035,train,4,6,4 5 6,3,2360 615 136,40 39 32,3111
A,118035,train,6,4,6 7 8 9 10 1 2 3 4,9,1595 616 640 488 648 616 712 816 120,39 38 38 38 37 37 40 40 32,6251
A,118035,train,3,1,3 4 5 6 7 8 9 10 1,9,6210 1888 680 1139 965 632 623 787 165,40 40 39 39 38 38 38 37 32,13089
A,118035,train,4,5,4 5,2,2227 120,40 32,2347
A,118035,train,4,5,4 5,2,622 78,40 32,700
A,118035,train,5,6,5 6,2,660 70,39 32,730
A,118035,train,8,7,8 7,2,916 72,40 32,988
A,118035,train,9,10,9 10,2,1015 115,38 32,1130
A,118035,train,6,4,6 5 4,3,1027 592 104,37 38 32,1723
A,118035,train,10,5,10 9 8 7 6 5,6,738 752 593 569 462 113,40 40 40 37 37 32,3227
A,118035,train,2,3,2 3,2,1995 72,40 32,2067
A,118035,train,3,4,3 4,2,765 56,40 32,821
A,118035,train,5,6,5 6,2,618 78,39 32,696
A,118035,train,2,5,2 3 4 5,4,684 552 617 95,40 40 40 32,1948
A,118035,train,2,1,2 1,2,820 56,39 32,876
A,118035,train,3,1,3 2 1,3,661 910 88,38 39 32,1659
A,118035,train,5,6,5 6,2,820 127,39 32,947
A,118035,train,8,10,8 7 6 5 4 3 2 1 10,9,813 736 1021 650 672 713 944 1040 144,40 37 37 38 38 38 39 39 32,6733
A,118035,train,5,4,5 4,2,1081 119,38 32,1200
A,118035,train,6,4,6 5 4,3,732 542 208,37 38 32,1482
A,118035,train,5,6,5 6,2,588 32,39 32,620
A,118035,train,4,10,4 3 2 1 10,5,924 496 567 448 64,38 38 39 39 32,2499
A,118035,train,6,5,6 5,2,670 53,37 32,723
A,118035,train,3,2,3 2,2,444 55,38 32,499
A,118035,train,7,8,7 8,2,916 88,38 32,1004
A,118035,train,6,4,6 7 8 9 10 1 2 3 2 3 4,11,660 766 512 584 480 576 688 488 832 633 95,39 38 38 38 37 37 40 38 40 40 32,6314
A,118035,train,7,10,7 6 5 4 3 2 3 4 5 6 7 8 9 10,14,788 938 541 809 704 855 736 521 616 831 1025 647 576 176,37 37 38 38 38 40 40 40 39 39 38 38 38 32,9763
