group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,177656,train,10,6,10 1 2 3 4 5 6,7,2073 1456 2104 881 726 1063 1362,40 40 39 39 39 38 32,9665
A,177656,train,10,3,10 9 8 7 6 5 4 3,8,1802 880 721 925 833 1135 673 1561,39 39 39 40 40 37 37 32,8530
A,177656,train,10,7,10 1 2 3 4 5 6 7,8,2105 816 1296 1008 952 1537 663 456,40 40 39 39 39 38 38 32,8833
A,177656,train,5,6,5 6,2,1203 423,38 32,1626
A,177656,train,3,6,3 4 5 6,4,1811 1000 1016 568,39 39 38 32,4395
A,177656,train,4,6,4 5 6,3,1021 1062 417,39 38 32,2500
A,177656,train,9,7,9 8 7,3,2332 687 392,39 39 32,3411
A,177656,train,6,5,6 5,2,1494 414,40 32,1908
A,177656,train,6,4,6 5 4,3,1372 1553 518,40 37 32,3443
A,177656,train,4,5,4 5,2,1622 440,39 32,2062
A,177656,train,6,7,6 7,2,1985 313,38 32,2298
A,177656,train,4,3,4 3,2,1097 282,37 32,1379
A,177656,train,8,6,8 9 10 1 2 3 4 5 6,9,1549 1888 1281 975 2067 853 872 911 456,37 37 40 40 39 39 39 38 32,10852
A,177656,train,2,3,2 3,2,1011 391,39 32,1402
A,177656,train,2,3,2 3,2,892 352,39 32,1244
A,177656,train,2,3,2 3,2,625 312,39 32,937
