group, subj_id, stage, start, goal, path, length, RTs, keys, RT_tot
A,189499,train,1,3,1 10 1 2 3,5,931 1010 5653 1482 569 426 1011 1421,38 39 37 38 40 37 40 32,12503
A,189499,train,10,7,10 1 2 3 2 1 10 9 8 7 6 7,12,576 282 1043 1658 773 726 822 851 1233 772 870 552 854,39 37 37 40 38 39 39 40 40 40 37 39 32,11012
A,189499,train,10,7,10 1 2 3 4 5 4 3 2 1 10 9 8 7,14,322 1594 473 222 648 504 555 393 268 348 379 505 205 711 711 346 222 568 554 946,37 37 37 40 40 40 40 40 38 38 38 38 39 38 39 39 40 40 40 32,10474
A,189499,train,4,6,4 5 6,3,307 948 426,40 39 32,1681
A,189499,train,9,4,9 10 9 8 7 6 5 4 3 4,10,197 427 377 222 237 205 663 285 253 189 379 268 600,38 38 40 40 40 40 37 37 37 38 38 40 32,4302
A,189499,train,10,7,10 9 8 7,4,513 394 521 631,40 40 40 32,2059
A,189499,train,10,7,10 9 8 7,4,18985 205 409 427 758,40 37 40 40 32,20784
A,189499,train,10,7,10 9 8 7,4,102 663 332 1327,40 40 40 32,2424
A,189499,train,10,7,10 1 2 1 10 9 8 7,8,277 805 1025 191 283 648 553 569,37 37 39 39 40 40 40 32,4351
A,189499,train,1,3,1 10 1 10 9 8 7 8 9 10 1 2 3,13,117 474 206 267 774 269 158 205 1154 0 237 188 175 204 221 221 190 174 126 821,39 37 40 39 40 40 40 40 40 38 38 38 38 38 37 37 37 37 40 32,6181
A,189499,train,1,3,1 10 9 8 7 8 9 10 1 2 1 10 9 8 7 6 5 4 3 2 3,21,22 663 1074 331 237 205 395 190 173 174 174 189 285 236 205 189 221 253 190 221 189 190 188 208 282 269 174 206 236 223 283 426 332 1025,40 39 40 40 40 40 38 38 38 38 38 37 37 37 37 39 39 39 39 40 40 40 40 40 37 37 37 37 38 38 38 38 40 32,9858
A,189499,train,1,3,1 10 9 8 7 8 9 10 1 2 3,11,404 331 206 332 267 222 333 220 174 505 236 254 331 758,39 39 40 40 40 40 38 38 38 37 37 37 40 32,4573
A,189499,train,4,6,4 5 6 7 8 9 10 1 2 3 4 5 6 7 6,15,120 379 269 299 316 570 346 253 174 173 143 283 222 268 237 190 205 300 207 172 237 285,40 40 39 39 39 38 38 38 38 38 37 37 37 40 40 40 40 39 39 39 37 32,5648
A,189499,train,1,3,1 2 3 4 5 6 7 6 5 6 5 6 5 4 3 2 3,17,55 711 331 315 206 284 268 299 270 299 269 220 648 394 317 253 284 173 143 378 237 269 647,37 40 40 37 40 40 39 39 39 37 37 39 38 37 37 39 38 37 38 38 38 40 32,7270
A,189499,train,1,3,1 2 1 2 1 10 9 8 7 8 9 10 1 2 3 4 3,17,7824 268 267 48 206 206 362 252 237 205 269 206 205 157 191 204 222 205 206 189 190 283 396,37 39 37 39 39 39 40 40 40 40 38 38 38 38 38 37 37 37 37 40 40 38 32,12798
A,189499,train,10,7,10 9 8 7 8 9 10 9 8 7 6 5 6 7 6 5 4 3 2 1 10 9 8 7,24,370 300 221 205 443 299 190 189 191 204 284 396 236 270 348 329 474 553 1136 1958 569 285 425 869 2099 285 363 442 396 378 238 221 285 252 236 237 254 741,40 37 40 40 40 38 38 38 38 38 40 37 40 40 40 37 37 39 32 39 37 38 40 32 17 37 37 38 38 38 38 39 39 39 40 40 40 32,17171
A,189499,train,4,6,4 5 4 3 2 1 10 9 8 7 6,11,323 348 221 269 284 252 458 317 284 347 316 300 852 775,40 40 38 38 38 38 39 39 39 40 40 40 37 32,5346
A,189499,train,10,7,10 9 8 7,4,782 173 174 190 663,40 40 40 40 32,1982
A,189499,train,10,7,10 9 8 7,4,245 206 268 427,40 40 40 32,1146
A,189499,train,7,4,7 8 9 10 1 2 3 4,8,118 206 158 189 269 362 206 490 236 205 948,38 38 38 38 38 37 37 37 40 40 32,3387
A,189499,train,4,6,4 5 4 3 2 3 2 1 10 9 8 7 8 9 10 1 2 3 4 5 4 3 2 3 4 5 6,27,357 250 190 394 190 158 488 679 364 188 442 301 221 253 236 190 364 204 174 173 175 205 222 205 315 331 380 221 395 190 173 189 364 395 330 348 364 1072,40 40 40 38 38 38 40 39 38 39 39 39 40 40 40 40 38 38 38 38 38 37 37 37 40 40 40 40 38 38 38 38 40 39 40 40 39 32,11690
A,189499,train,1,7,1 2 3 4 5 4 3 2 3 4 5 4 3 4 5 6 7,17,2583 62 554 378 822 283 221 175 252 364 252 189 206 363 300 442 253 189 111 347 885,37 40 40 40 40 38 38 38 38 40 40 40 40 38 38 40 39 40 39 39 32,9231
A,189499,train,3,8,3 4 3 2 3 4 5 6 7 6 5 4 3 2 1 10 9 8,18,526 1121 206 221 410 900 236 460 362 300 410 1043 790 189 347 284 111 238 283 253 443 251 237 347 222 805,40 38 38 38 40 40 40 40 40 39 39 39 37 37 37 37 38 38 38 38 39 39 39 40 40 32,10995
A,189499,train,10,7,10 9 8 7,4,245 331 238 600,40 40 40 32,1414
A,189499,train,1,3,1 2 3 4 5 6 7 6 7 6 5 4 3,13,530 710 506 284 15 348 111 457 348 300 396 929 412 521 331 283 380 268 237 205 553 284 1262,40 37 38 38 37 37 38 40 40 40 40 39 39 39 37 38 39 39 37 37 38 38 32,9670
A,189499,train,1,3,1 2 1 10 9 8 7 8 9 10 1 2 3,13,261 347 111 348 694 158 252 364 221 192 426 220 190 158 158 189 205 237 458 205 221,40 40 37 37 39 39 39 40 40 40 40 38 38 38 38 38 37 37 37 40 32,5615
A,189499,train,1,3,1 10 9 8 7 8 9 10 1 2 3,11,309 269 315 237 221 237 300 189 174 140 143 206 189 158 190 205 822,39 39 40 40 40 40 38 38 38 38 38 37 37 37 37 40 32,4304
A,189499,train,4,6,4 3 2 3 4 5 4 5 6,9,73 835 190 458 158 142 189 379 378 223 568,38 38 38 40 40 40 40 38 40 39 32,3593
A,189499,train,10,7,10 1 2 3 4 5 4 3 2 1 10 9 8 7,14,309 192 298 299 190 299 223 251 191 158 172 158 221 301 364 268 269 284 362 584,37 37 37 40 40 40 40 38 38 38 38 38 39 39 39 40 40 40 40 32,5393
A,189499,train,7,10,7 8 9 10,4,403 221 206 220 647,38 38 38 38 32,1697
A,189499,train,4,6,4 3 2 3 4 5 4 5 6 7 8 9 10 9 8 7 8 7 6,19,468 252 253 427 205 189 223 329 411 568 364 173 396 678 316 679 427 220 191 188 142 285 506 394 1089,38 38 38 40 40 40 40 40 38 39 40 39 39 38 38 38 40 40 40 40 38 37 40 37 32,9373
