group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,184415,train,1,10,7,10 9 8 7 6 7,6,1114 702 1360 992 1656 2016,38 38 38 37 39 32,1 2 3 4 5,7840,1551366893.542,Thu Feb 28 2019 20:44:53 GMT+0530 (India Standard Time)
A,184415,train,2,2,3,2 3,2,209 1608,38 32,1,1817,1551366901.366,Thu Feb 28 2019 20:45:01 GMT+0530 (India Standard Time)
A,184415,train,3,2,3,2 3,2,1249 992,38 32,1,2241,1551366909.615,Thu Feb 28 2019 20:45:09 GMT+0530 (India Standard Time)
A,184415,train,4,2,3,2 1 10 9 10 9 8 7 6 5 4 3 2 3,14,62 632 888 728 600 376 450 631 335 680 448 392 391 273,39 39 38 40 38 38 38 37 37 40 40 40 38 32,1 2 3 4 5 6 7 8 9 10 11 12 13,6886,1551366922.511,Thu Feb 28 2019 20:45:22 GMT+0530 (India Standard Time)
A,184415,train,5,4,7,4 5 6 7,4,825 832 576 744,38 39 39 32,1 2 3,2977,1551366931.494,Thu Feb 28 2019 20:45:31 GMT+0530 (India Standard Time)
A,184415,train,6,2,3,2 1 10 9 8 9 10 1 2 3,10,189 552 559 649 528 664 536 215 449 392 816 447 713,40 39 39 39 38 38 40 40 40 37 37 38 32,2 3 5 6 7 8 10 11 12,6709,1551366944.238,Thu Feb 28 2019 20:45:44 GMT+0530 (India Standard Time)
A,184415,train,7,4,5,4 5,2,802 1126,38 32,1,1928,1551366952.174,Thu Feb 28 2019 20:45:52 GMT+0530 (India Standard Time)
A,184415,train,8,2,10,2 1 10,3,377 536 976,39 39 32,1 2,1889,1551366960.07,Thu Feb 28 2019 20:46:00 GMT+0530 (India Standard Time)
A,184415,train,9,1,2,1 10 9 10 1 10 9 8 7 6 5 6 7 8 9 10 1 2,18,472 1144 929 350 10922 864 553 503 1136 752 752 1152 496 751 424 1121 520 1058,39 38 40 37 39 38 38 38 37 37 39 39 40 40 40 37 37 32,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,23899,1551366989.976,Thu Feb 28 2019 20:46:29 GMT+0530 (India Standard Time)
A,184415,train,10,2,3,2 1 10 1 2 3,6,888 647 416 297 383 592,39 39 37 37 38 32,1 2 3 4 5,3223,1551366999.206,Thu Feb 28 2019 20:46:39 GMT+0530 (India Standard Time)
A,184415,train,11,10,7,10 9 8 7,4,767 768 441 599 720,38 37 38 38 32,1 3 4,3295,1551367008.51,Thu Feb 28 2019 20:46:48 GMT+0530 (India Standard Time)
A,184415,train,12,2,1,2 3 4 5 6 7 8 9 10 9 10 1,12,397 1448 544 710 442 1088 448 408 592 407 864 337 719,38 38 38 39 39 40 40 40 40 38 40 37 32,1 2 3 4 5 6 7 8 10 11 12,8404,1551367022.957,Thu Feb 28 2019 20:47:02 GMT+0530 (India Standard Time)
A,184415,train,13,9,2,9 8 7 6 5 4 3 2,8,398 455 551 784 456 537 679 488 848,38 38 37 37 37 40 40 40 32,1 2 3 4 6 7 8,5196,1551367034.172,Thu Feb 28 2019 20:47:14 GMT+0530 (India Standard Time)
A,184415,train,14,10,7,10 1 2 3 4 5 4 3 2 1 10 9 8 7,14,426 992 448 312 496 472 800 256 208 224 424 384 496 592 495 536 465 895,37 37 37 38 38 38 38 40 40 40 40 39 39 39 38 38 38 32,1 2 4 5 6 8 9 10 12 13 15 16 17,8921,1551367049.102,Thu Feb 28 2019 20:47:29 GMT+0530 (India Standard Time)
A,184415,train,15,4,5,4 5,2,577 800,38 32,1,1377,1551367056.486,Thu Feb 28 2019 20:47:36 GMT+0530 (India Standard Time)
A,184415,train,16,6,10,6 7 8 9 10,5,372 456 936 584 480 736,39 39 40 40 40 32,1 3 4 5,3564,1551367066.07,Thu Feb 28 2019 20:47:46 GMT+0530 (India Standard Time)
A,184415,train,17,2,3,2 3,2,416 504,38 32,1,920,1551367072.997,Thu Feb 28 2019 20:47:52 GMT+0530 (India Standard Time)
A,184415,train,18,8,9,8 7 6 5 6 7 8 9,8,399 912 632 920 232 487 337 368 512 688,38 37 37 37 39 39 39 40 40 32,1 2 3 5 6 8 9,5487,1551367084.493,Thu Feb 28 2019 20:48:04 GMT+0530 (India Standard Time)
A,184415,train,19,4,5,4 5,2,7078 672,38 32,1,7750,1551367099.006,Thu Feb 28 2019 20:48:19 GMT+0530 (India Standard Time)
A,184415,train,20,9,10,9 8 7 8 9 10,6,522 486 1241 217 216 623,38 38 40 40 40 32,1 2 3 4 5,3305,1551367108.366,Thu Feb 28 2019 20:48:28 GMT+0530 (India Standard Time)
A,184415,train,21,2,3,2 3,2,746 656,38 32,1,1402,1551367115.806,Thu Feb 28 2019 20:48:35 GMT+0530 (India Standard Time)
A,184415,train,22,1,8,1 2 1 10 9 8,6,533 515 432 265 479 344 632 680,37 37 39 39 39 38 38 32,1 3 4 6 7,3880,1551367125.693,Thu Feb 28 2019 20:48:45 GMT+0530 (India Standard Time)
A,184415,train,23,4,5,4 3 2 3 4 5,6,330 384 720 224 360 608,40 40 38 38 38 32,1 2 3 4 5,2626,1551367134.349,Thu Feb 28 2019 20:48:54 GMT+0530 (India Standard Time)
A,184415,train,24,5,4,5 4,2,329 551,40 32,1,880,1551367141.237,Thu Feb 28 2019 20:49:01 GMT+0530 (India Standard Time)
A,184415,train,25,2,3,2 3,2,344 332,38 32,1,676,1551367147.922,Thu Feb 28 2019 20:49:07 GMT+0530 (India Standard Time)
A,184415,train,26,10,7,10 9 8 7,4,425 248 416 712,38 38 38 32,1 2 3,1801,1551367155.733,Thu Feb 28 2019 20:49:15 GMT+0530 (India Standard Time)
A,184415,train,27,6,5,6 5,2,472 584,37 32,1,1056,1551367162.797,Thu Feb 28 2019 20:49:22 GMT+0530 (India Standard Time)
A,184415,train,28,10,7,10 9 8 7,4,344 336 352 607,38 38 38 32,1 2 3,1639,1551367170.444,Thu Feb 28 2019 20:49:30 GMT+0530 (India Standard Time)
