group, subj_id, stage, trial, start, goal, path, length, RTs, keys, valid_keys, RT_tot, timestamp, datetime
A,137661,train,1,4,5,4 3 2 1 10 1 2 1 10 9 8 7 8 7 6 7 6 5,18,215 944 280 224 456 1767 1953 1880 640 712 561 583 1784 1568 1480 736 648 527 1545 2169 1943 800 2144 1088 648 2828,37 37 37 37 38 38 37 37 37 37 39 39 37 38 37 37 40 40 40 38 40 39 37 39 39 32,5 6 7 8 11 12 13 15 17 18 19 20 21 22 23 24 25,30123,1551371794.083,Thu Feb 28 2019 08:36:34 GMT-0800 (Pacific Standard Time)
A,137661,train,2,10,7,10 9 8 9 8 9 10 9 8 7,10,2083 1344 1548 696 791 768 1073 400 4809 1023 912 1448,40 40 38 39 37 40 38 38 40 40 40 32,1 2 3 6 7 8 9 10 11,16895,1551371817.03,Thu Feb 28 2019 08:36:57 GMT-0800 (Pacific Standard Time)
A,137661,train,3,10,7,10 1 2 1 10 9 10 9 8 7,10,1313 871 632 824 576 672 1252 1088 1552 488 1344,39 39 39 37 37 40 38 40 40 40 32,1 2 4 5 6 7 8 9 10,10612,1551371833.698,Thu Feb 28 2019 08:37:13 GMT-0800 (Pacific Standard Time)
A,137661,train,4,4,5,4 5,2,945 1575,40 32,1,2520,1551371842.29,Thu Feb 28 2019 08:37:22 GMT-0800 (Pacific Standard Time)
A,137661,train,5,10,7,10 9 8 7,4,847 712 584 1265,40 40 40 32,1 2 3,3408,1551371851.763,Thu Feb 28 2019 08:37:31 GMT-0800 (Pacific Standard Time)
A,137661,train,6,10,8,10 9 8,3,812 496 1016,40 40 32,1 2,2324,1551371860.129,Thu Feb 28 2019 08:37:40 GMT-0800 (Pacific Standard Time)
A,137661,train,7,10,7,10 9 8 7,4,439 455 496 896,40 40 40 32,1 2 3,2286,1551371868.486,Thu Feb 28 2019 08:37:48 GMT-0800 (Pacific Standard Time)
A,137661,train,8,7,6,7 6,2,619 1304,39 32,1,1923,1551371876.482,Thu Feb 28 2019 08:37:56 GMT-0800 (Pacific Standard Time)
A,137661,train,9,5,9,5 6 7 8 9 10 9,7,429 584 552 784 568 416 1080 1184,37 37 37 38 38 38 40 32,1 2 4 5 6 7,5597,1551371888.146,Thu Feb 28 2019 08:38:08 GMT-0800 (Pacific Standard Time)
A,137661,train,10,6,10,6 5 6 7 8 9 10,7,585 664 680 424 1152 552 464 1456,39 39 37 37 38 38 38 32,1 3 4 5 6 7,5977,1551371900.226,Thu Feb 28 2019 08:38:20 GMT-0800 (Pacific Standard Time)
A,137661,train,11,4,10,4 5 4 3 2 1 10,7,599 742 968 504 628 455 1396 540 1076,40 40 38 38 38 38 37 37 32,1 3 4 5 7 8,6908,1551371913.217,Thu Feb 28 2019 08:38:33 GMT-0800 (Pacific Standard Time)
A,137661,train,12,7,5,7 6 5,3,658 759 848,39 39 32,1 2,2265,1551371921.574,Thu Feb 28 2019 08:38:41 GMT-0800 (Pacific Standard Time)
A,137661,train,13,10,8,10 9 8,3,619 544 1096,40 40 32,1 2,2259,1551371929.918,Thu Feb 28 2019 08:38:49 GMT-0800 (Pacific Standard Time)
A,137661,train,14,8,4,8 9 10 9 8 7 6 5 6 7 8 9 10 1 2 1 10 9 8 7 8 9 10 1 2 1 2 3 2 3 4 5 4,33,546 510 592 1144 472 408 520 528 632 504 641 543 432 632 520 500 468 1105 1527 572 647 712 1241 527 608 448 432 520 1000 472 680 969 487 608 672 648 1296 872 2160 560 544 408 472 1008 929,38 38 38 40 40 40 40 39 39 39 37 37 37 38 38 38 38 38 39 39 39 37 37 37 40 40 40 40 38 38 38 39 39 39 39 37 39 40 38 38 40 40 40 38 32,1 2 4 5 6 8 9 11 12 14 15 16 19 20 22 23 25 26 27 29 30 31 32 33 36 37 38 39 41 42 43 44,31716,1551371967.731,Thu Feb 28 2019 08:39:27 GMT-0800 (Pacific Standard Time)
A,137661,train,15,10,7,10 9 8 7,4,501 566 529 872,40 40 40 32,1 2 3,2468,1551371976.281,Thu Feb 28 2019 08:39:36 GMT-0800 (Pacific Standard Time)
A,137661,train,16,2,3,2 1 10 1 2 3,6,573 743 520 727 473 654 1122,37 37 37 39 39 40 32,1 2 4 5 6,4812,1551371987.19,Thu Feb 28 2019 08:39:47 GMT-0800 (Pacific Standard Time)
A,137661,train,17,2,3,2 3,2,601 1111,40 32,1,1712,1551371994.964,Thu Feb 28 2019 08:39:54 GMT-0800 (Pacific Standard Time)
A,137661,train,18,4,5,4 3 2 1 10 1 10 9 8 7 6 5,12,595 1287 617 665 551 720 511 705 600 1711 856 564 524 1116 508 992,38 38 38 37 37 37 39 40 37 40 40 40 40 39 39 32,1 2 4 5 7 9 10 11 12 14 15,12522,1551372013.58,Thu Feb 28 2019 08:40:13 GMT-0800 (Pacific Standard Time)
A,137661,train,19,10,7,10 9 8 7,4,701 566 504 817,40 40 40 32,1 2 3,2588,1551372022.264,Thu Feb 28 2019 08:40:22 GMT-0800 (Pacific Standard Time)
A,137661,train,20,2,3,2 3,2,586 1000,40 32,1,1586,1551372029.904,Thu Feb 28 2019 08:40:29 GMT-0800 (Pacific Standard Time)
A,137661,train,21,4,5,4 3 2 1 10 9 8 7 6 5,10,608 503 575 1832 561 487 513 527 464 512 752 496 1081,38 38 38 37 37 37 40 40 40 40 39 39 32,1 2 4 5 7 8 9 11 12,8911,1551372044.889,Thu Feb 28 2019 08:40:44 GMT-0800 (Pacific Standard Time)
A,137661,train,22,6,7,6 7,2,565 1143,37 32,1,1708,1551372052.685,Thu Feb 28 2019 08:40:52 GMT-0800 (Pacific Standard Time)
A,137661,train,23,4,5,4 3 2 3 4 5,6,510 568 577 1313 471 392 920,38 38 38 40 40 40 32,1 2 4 5 6,4751,1551372063.51,Thu Feb 28 2019 08:41:03 GMT-0800 (Pacific Standard Time)
A,137661,train,24,2,3,2 3,2,483 1015,40 32,1,1498,1551372071.077,Thu Feb 28 2019 08:41:11 GMT-0800 (Pacific Standard Time)
A,137661,train,25,9,6,9 8 7 8 9 10 1 2 1 10 9 8 7 6,14,499 670 484 1140 376 476 528 592 424 504 756 364 584 432 408 456 712 1465,40 40 40 38 38 38 38 39 39 39 37 37 40 40 40 40 39 32,1 2 4 5 6 8 9 11 12 13 14 15 17,10870,1551372088.018,Thu Feb 28 2019 08:41:28 GMT-0800 (Pacific Standard Time)
A,137661,train,26,9,5,9 10 1 2 3 4 5,7,827 1120 520 488 1306 438 447 1320,38 39 39 39 40 40 40 32,1 2 3 5 6 7,6466,1551372100.545,Thu Feb 28 2019 08:41:40 GMT-0800 (Pacific Standard Time)
A,137661,train,27,2,3,2 3,2,505 1005,40 32,1,1510,1551372108.119,Thu Feb 28 2019 08:41:48 GMT-0800 (Pacific Standard Time)
A,137661,train,28,7,1,7 6 5 6 7 8 9 10 9 8 7 6 5 6 7 8 7 8 9 10 1 2 1,23,675 466 468 2040 388 480 160 936 552 568 496 584 344 336 464 584 616 521 1399 328 288 536 1288 464 544 328 452 972 896 368 1000 848,39 39 39 37 37 37 37 38 38 38 38 40 40 40 40 39 39 39 37 37 37 38 40 40 38 38 38 38 39 39 37 32,1 2 4 5 8 9 10 12 13 14 16 17 19 20 22 23 25 26 27 29 30 31,20389,1551372134.594,Thu Feb 28 2019 08:42:14 GMT-0800 (Pacific Standard Time)
A,137661,train,29,9,5,9 10 9 8 7 6 5,7,608 2151 568 532 956 760 1000,38 40 40 40 39 39 32,1 2 3 4 5 6,6575,1551372147.249,Thu Feb 28 2019 08:42:27 GMT-0800 (Pacific Standard Time)
A,137661,train,30,3,6,3 4 5 4 3 2 1 10 1 2 3 4 5 6,14,488 607 664 520 496 520 480 544 760 384 504 584 552 608 584 512 592 592 953 1399,40 40 40 39 38 38 38 38 37 37 37 39 39 39 40 40 40 40 37 32,1 2 5 6 7 9 10 12 13 15 16 17 19,12343,1551372165.677,Thu Feb 28 2019 08:42:45 GMT-0800 (Pacific Standard Time)
A,137661,train,31,2,3,2 3,2,614 1116,40 32,1,1730,1551372173.489,Thu Feb 28 2019 08:42:53 GMT-0800 (Pacific Standard Time)
A,137661,train,32,7,3,7 6 5 4 3,5,660 854 1764 556 1476,39 39 38 38 32,1 2 3 4,5310,1551372184.867,Thu Feb 28 2019 08:43:04 GMT-0800 (Pacific Standard Time)
A,137661,train,33,9,5,9 8 9 10 1 2 1 10 9 10 9 8 7 6 5,15,660 1799 504 960 552 1184 736 352 424 760 1072 1360 961 639 1217 583 568 1016,40 38 38 39 39 39 37 37 37 40 38 40 40 40 40 39 39 32,1 2 3 4 5 7 8 10 11 12 13 14 16 17,15347,1551372206.284,Thu Feb 28 2019 08:43:26 GMT-0800 (Pacific Standard Time)
A,137661,train,34,6,1,6 5 6 7 8 9 10 1,8,552 1063 772 652 1708 636 656 608 784 1304,39 39 37 37 38 38 38 38 39 32,1 3 4 5 6 7 9,8735,1551372221.111,Thu Feb 28 2019 08:43:41 GMT-0800 (Pacific Standard Time)
A,137661,train,35,10,7,10 9 8 7,4,476 583 551 888,40 40 40 32,1 2 3,2498,1551372229.695,Thu Feb 28 2019 08:43:49 GMT-0800 (Pacific Standard Time)
A,137661,train,36,10,7,10 9 8 7,4,537 631 504 1145,40 40 40 32,1 2 3,2817,1551372238.536,Thu Feb 28 2019 08:43:58 GMT-0800 (Pacific Standard Time)
A,137661,train,37,4,10,4 3 2 1 10,5,577 839 976 656 1525,38 38 37 37 32,1 2 3 4,4573,1551372249.18,Thu Feb 28 2019 08:44:09 GMT-0800 (Pacific Standard Time)
A,137661,train,38,10,7,10 9 8 7 6 5 6 7,8,541 808 528 840 672 2569 727 464 1368,40 40 40 39 39 39 37 37 32,1 2 3 4 5 7 8,8517,1551372263.762,Thu Feb 28 2019 08:44:23 GMT-0800 (Pacific Standard Time)
A,137661,train,39,4,5,4 3 2 1 10 1 2 3 4 5,10,613 1057 1279 536 497 831 656 1800 560 984 1256,38 38 37 37 37 39 39 40 40 40 32,1 2 3 4 6 7 8 9 10,10069,1551372279.875,Thu Feb 28 2019 08:44:39 GMT-0800 (Pacific Standard Time)
A,137661,train,40,2,3,2 3,2,568 1615,40 32,1,2183,1551372288.158,Thu Feb 28 2019 08:44:48 GMT-0800 (Pacific Standard Time)
